epoch,mean_pnl,win_rate,mean_fills,epsilon,mean_loss
78,-2.2265,0.3333,292.7,0.050356,0.000000
79,1.0463,0.6667,308.3,0.048388,0.000000
80,-0.0882,0.3333,272.3,0.046509,0.000000
81,-1.7620,0.3333,316.3,0.044610,0.000000
82,1.2865,0.6667,217.7,0.042789,0.000000
83,-1.4623,0.6667,326.0,0.040992,0.000000
84,1.0923,0.3333,347.0,0.039305,0.000000
85,1.4645,0.3333,326.7,0.037785,0.000000
86,-3.1223,0.6667,267.3,0.036196,0.000000
87,-1.1107,0.3333,273.7,0.034757,0.000000
88,0.5817,0.3333,313.0,0.033282,0.000000
89,0.7383,0.6667,290.0,0.031907,0.000000
90,-1.9415,0.3333,337.7,0.030617,0.000000
91,-0.8466,0.3333,254.0,0.029342,0.000000
92,0.3452,0.3333,277.3,0.028096,0.000000
93,-1.6888,0.3333,290.3,0.026893,0.000000
94,-1.8275,0.3333,288.3,0.025752,0.000000
95,-1.7786,0.3333,377.7,0.024642,0.000000
96,-3.0297,0.3333,329.3,0.023596,0.000000
97,-1.3750,0.3333,307.0,0.022562,0.000000
98,-4.7259,0.3333,316.3,0.021634,0.000000
99,-1.5919,0.3333,287.7,0.020756,0.000000
100,5.8731,0.6667,298.7,0.020000,0.000000
101,-1.4958,0.3333,296.3,0.020000,0.000000
102,1.1361,0.6667,453.0,0.020000,0.000000
103,-2.8353,0.3333,261.3,0.020000,0.000000
104,2.1491,0.3333,295.0,0.020000,0.000000
105,-2.6440,0.3333,351.0,0.020000,0.000000
106,0.9762,0.3333,245.0,0.020000,0.000000
107,2.2474,0.3333,279.3,0.020000,0.000000
108,-2.3292,0.3333,210.3,0.020000,0.000000
109,-1.9831,0.6667,307.7,0.020000,0.000000
110,0.5783,0.3333,306.3,0.020000,0.000000
111,3.3845,0.6667,373.3,0.020000,0.000000
112,0.2639,0.3333,247.7,0.020000,0.000000
113,-3.9350,0.3333,262.0,0.020000,0.000000
114,-1.0210,0.3333,414.7,0.020000,0.000000
115,-0.4539,0.3333,264.0,0.020000,0.000000
116,0.8156,0.6667,230.3,0.020000,0.000000
117,-3.6614,0.3333,266.3,0.020000,0.000000
118,-0.9859,0.3333,254.0,0.020000,0.000000
119,-0.8626,0.6667,330.3,0.020000,0.000000
120,-1.9768,0.3333,288.3,0.020000,0.000000
121,-3.4189,0.3333,288.3,0.020000,0.000000
122,4.1485,0.6667,281.3,0.020000,0.000000
123,1.8102,0.6667,278.0,0.020000,0.000000
124,-0.6118,0.3333,319.3,0.020000,0.000000
125,1.8989,0.3333,358.0,0.020000,0.000000
126,-1.3458,0.3333,261.3,0.020000,0.000000
127,0.1221,0.3333,291.7,0.020000,0.000000
128,-3.1387,0.3333,280.7,0.020000,0.000000
129,-2.1410,0.3333,352.7,0.020000,0.000000
130,0.2681,0.3333,312.3,0.020000,0.000000
131,3.4989,1.0000,286.3,0.020000,0.000000
132,0.2603,0.6667,310.7,0.020000,0.000000
133,0.0617,0.3333,284.3,0.020000,0.000000
134,-0.9410,0.6667,281.7,0.020000,0.000000
135,-0.2838,0.3333,273.3,0.020000,0.000000
136,2.0201,0.3333,312.3,0.020000,0.000000
137,-2.7553,0.3333,337.3,0.020000,0.000000
138,0.2880,0.3333,243.7,0.020000,0.000000
139,1.1187,0.6667,358.7,0.020000,0.000000
140,1.1370,0.6667,242.7,0.020000,0.000000
141,2.5724,1.0000,344.7,0.020000,0.000000
142,-1.3383,0.6667,349.7,0.020000,0.000000
143,1.0431,0.3333,310.3,0.020000,0.000000
144,-1.2488,0.3333,332.3,0.020000,0.000000
145,-2.4280,0.3333,380.3,0.020000,0.000000
146,0.6051,0.3333,282.0,0.020000,0.000000
147,0.4229,0.3333,221.7,0.020000,0.000000
148,-0.0468,0.3333,237.3,0.020000,0.000000
149,-1.1379,0.3333,267.0,0.020000,0.000000
150,-0.9061,0.3333,324.3,0.020000,0.000000
151,-2.4559,0.3333,348.3,0.020000,0.000000
152,-6.7299,0.0000,299.3,0.020000,0.000000
153,3.1598,0.6667,266.0,0.020000,0.000000
154,-2.1574,0.3333,264.0,0.020000,0.000000
155,-0.6057,0.6667,279.0,0.020000,0.000000
156,-1.3385,0.3333,387.3,0.020000,0.000000
157,0.2243,0.6667,225.7,0.020000,0.000000
158,-0.0662,0.6667,311.7,0.020000,0.000000
159,-1.3811,0.3333,296.3,0.020000,0.000000
160,0.8984,0.6667,240.0,0.020000,0.000000
161,-0.8016,0.3333,312.3,0.020000,0.000000
162,0.1235,0.3333,354.3,0.020000,0.000000
163,-2.8510,0.3333,382.0,0.020000,0.000000
164,-1.9316,0.6667,289.3,0.020000,0.000000
165,2.1179,0.6667,331.7,0.020000,0.000000
166,-0.2840,0.6667,235.3,0.020000,0.000000
167,-3.5831,0.3333,364.3,0.020000,0.000000
168,5.0798,1.0000,330.7,0.020000,0.000000
169,-0.0430,0.3333,365.7,0.020000,0.000000
170,0.8913,0.6667,285.7,0.020000,0.000000
171,-0.8574,0.3333,298.3,0.020000,0.000000
172,1.5897,0.6667,321.0,0.020000,0.000000
173,2.4918,0.6667,332.0,0.020000,0.000000
174,-3.3470,0.3333,301.0,0.020000,0.000000
175,0.3402,0.3333,338.0,0.020000,0.000000
176,0.1185,0.3333,259.0,0.020000,0.000000
177,-3.4558,0.3333,287.0,0.020000,0.000000
178,-2.3265,0.3333,283.7,0.020000,0.000000
179,1.5514,0.3333,312.0,0.020000,0.000000
180,2.2865,0.6667,330.7,0.020000,0.000000
181,-0.6478,0.3333,288.7,0.020000,0.000000
182,2.7288,0.6667,350.3,0.020000,0.000000
183,-1.2700,0.3333,271.7,0.020000,0.000000
184,-2.6215,0.3333,328.7,0.020000,0.000000
185,-1.9958,0.3333,306.3,0.020000,0.000000
186,-2.9466,0.3333,240.0,0.020000,0.000000
187,1.5492,0.3333,295.7,0.020000,0.000000
188,-0.7953,0.3333,288.0,0.020000,0.000000
189,2.6026,0.3333,308.7,0.020000,0.000000
190,1.2597,0.3333,220.7,0.020000,0.000000
191,-3.9748,0.3333,263.3,0.020000,0.000000
192,-2.0225,0.3333,296.3,0.020000,0.000000
193,-2.0889,0.3333,211.7,0.020000,0.000000
194,0.8069,0.3333,305.7,0.020000,0.000000
195,-0.8092,0.3333,262.0,0.020000,0.000000
196,2.3515,0.3333,293.3,0.020000,0.000000
197,1.5101,0.6667,306.7,0.020000,0.000000
198,-2.4347,0.3333,311.0,0.020000,0.000000
199,-2.6488,0.3333,286.3,0.020000,0.000000
200,-1.4811,0.3333,328.7,0.020000,0.000000
