epoch,mean_pnl,win_rate,mean_fills,epsilon,mean_loss
136,66.0350,1.0000,5523.3,0.020000,0.000000
137,56.0883,1.0000,5162.3,0.020000,0.000000
138,65.8317,1.0000,5408.3,0.020000,0.000000
139,63.7600,1.0000,5637.7,0.020000,0.000000
140,63.0200,1.0000,5562.3,0.020000,0.000000
141,68.5317,1.0000,5961.3,0.020000,0.000000
142,62.3450,1.0000,5434.7,0.020000,0.000000
143,66.0683,1.0000,5569.3,0.020000,0.000000
144,61.5783,1.0000,5638.0,0.020000,0.000000
145,60.3600,1.0000,5356.3,0.020000,0.000000
146,67.5067,1.0000,5852.3,0.020000,0.000000
147,66.9283,1.0000,5775.0,0.020000,0.000000
148,66.8350,1.0000,5589.3,0.020000,0.000000
149,63.1067,1.0000,5618.0,0.020000,0.000000
150,64.5150,1.0000,5868.7,0.020000,0.000000
151,57.1817,1.0000,5436.3,0.020000,0.000000
152,62.7700,1.0000,5581.7,0.020000,0.000000
153,56.1350,1.0000,5724.7,0.020000,0.000000
154,66.7500,1.0000,5671.3,0.020000,0.000000
155,58.7867,1.0000,5219.7,0.020000,0.000000
156,68.7400,1.0000,5889.7,0.020000,0.000000
157,61.4183,1.0000,5721.0,0.020000,0.000000
158,68.3217,1.0000,5509.0,0.020000,0.000000
159,65.6167,1.0000,5344.3,0.020000,0.000000
160,67.3317,1.0000,5239.0,0.020000,0.000000
161,56.6033,1.0000,5173.3,0.020000,0.000000
162,54.6233,1.0000,5164.0,0.020000,0.000000
163,65.1183,1.0000,5693.3,0.020000,0.000000
164,63.2117,1.0000,5468.7,0.020000,0.000000
165,66.3750,1.0000,5832.7,0.020000,0.000000
166,64.8833,1.0000,5421.0,0.020000,0.000000
167,63.3083,1.0000,5201.3,0.020000,0.000000
168,56.0567,1.0000,5252.7,0.020000,0.000000
169,64.6167,1.0000,5404.0,0.020000,0.000000
170,57.9467,1.0000,5485.3,0.020000,0.000000
171,67.5333,1.0000,5992.7,0.020000,0.000000
172,54.2850,1.0000,5293.7,0.020000,0.000000
173,64.6183,1.0000,5819.0,0.020000,0.000000
174,61.2817,1.0000,5696.7,0.020000,0.000000
175,67.4467,1.0000,5652.0,0.020000,0.000000
176,53.2383,1.0000,5146.0,0.020000,0.000000
177,63.5867,1.0000,5770.3,0.020000,0.000000
178,62.5733,1.0000,5515.7,0.020000,0.000000
179,62.9050,1.0000,5288.0,0.020000,0.000000
180,67.5667,1.0000,5881.0,0.020000,0.000000
181,62.8833,1.0000,5308.0,0.020000,0.000000
182,67.0250,1.0000,5642.0,0.020000,0.000000
183,68.1817,1.0000,5571.0,0.020000,0.000000
184,69.0317,1.0000,5352.3,0.020000,0.000000
185,59.0267,1.0000,5228.7,0.020000,0.000000
186,62.9533,1.0000,6000.0,0.020000,0.000000
187,66.1233,1.0000,5736.3,0.020000,0.000000
188,65.3583,1.0000,5967.0,0.020000,0.000000
189,61.2217,1.0000,5739.3,0.020000,0.000000
190,52.6167,1.0000,5167.7,0.020000,0.000000
191,65.6833,1.0000,5923.7,0.020000,0.000000
192,71.1633,1.0000,5920.0,0.020000,0.000000
193,62.1950,1.0000,5468.3,0.020000,0.000000
194,61.3467,1.0000,5327.0,0.020000,0.000000
195,50.2350,1.0000,5239.7,0.020000,0.000000
196,60.1217,1.0000,5525.7,0.020000,0.000000
197,58.6617,1.0000,5712.0,0.020000,0.000000
198,69.8167,1.0000,5665.7,0.020000,0.000000
199,56.3717,1.0000,5490.0,0.020000,0.000000
200,61.7783,1.0000,5142.3,0.020000,0.000000
