epoch,mean_pnl,win_rate,mean_fills,epsilon,mean_loss
111,-2.0768,0.6667,730.3,0.020000,0.000000
112,0.0897,0.3333,889.7,0.020000,0.000000
113,-2.2115,0.3333,820.7,0.020000,0.000000
114,-2.3218,0.3333,616.0,0.020000,0.000000
115,5.1887,0.6667,637.0,0.020000,0.000000
116,1.5053,0.3333,547.0,0.020000,0.000000
117,-0.4252,0.6667,546.0,0.020000,0.000000
118,0.9861,0.6667,625.3,0.020000,0.000000
119,0.5621,0.3333,713.3,0.020000,0.000000
120,-4.8206,0.3333,446.7,0.020000,0.000000
121,1.9757,0.3333,581.0,0.020000,0.000000
122,-2.0746,0.3333,566.0,0.020000,0.000000
123,-2.0137,0.6667,687.3,0.020000,0.000000
124,-1.6212,0.3333,722.0,0.020000,0.000000
125,-1.6821,0.6667,711.7,0.020000,0.000000
126,0.0681,0.6667,753.0,0.020000,0.000000
127,2.8183,0.3333,833.0,0.020000,0.000000
128,-2.1410,0.3333,663.3,0.020000,0.000000
129,-1.6327,0.3333,611.0,0.020000,0.000000
130,-2.5049,0.3333,578.3,0.020000,0.000000
131,0.0691,0.6667,762.7,0.020000,0.000000
132,-1.4311,0.6667,767.0,0.020000,0.000000
133,5.6260,0.6667,763.0,0.020000,0.000000
134,0.3385,0.3333,1050.7,0.020000,0.000000
135,-2.1619,0.3333,708.7,0.020000,0.000000
136,2.7524,0.6667,750.7,0.020000,0.000000
137,1.9796,0.6667,651.0,0.020000,0.000000
138,-0.4624,0.3333,802.0,0.020000,0.000000
139,1.9472,0.3333,615.3,0.020000,0.000000
140,3.5689,0.6667,586.3,0.020000,0.000000
141,-0.0897,0.6667,879.0,0.020000,0.000000
142,2.8958,0.6667,769.3,0.020000,0.000000
143,1.3483,0.3333,735.7,0.020000,0.000000
144,0.8496,0.3333,587.3,0.020000,0.000000
145,3.4729,0.6667,718.3,0.020000,0.000000
146,3.7456,0.6667,647.0,0.020000,0.000000
147,0.3655,0.3333,884.3,0.020000,0.000000
148,-0.5470,0.3333,737.3,0.020000,0.000000
149,2.7010,0.6667,739.7,0.020000,0.000000
150,-3.8520,0.3333,606.7,0.020000,0.000000
151,2.7293,0.3333,676.3,0.020000,0.000000
152,-4.0449,0.3333,684.3,0.020000,0.000000
153,3.9841,1.0000,841.3,0.020000,0.000000
154,-1.3910,0.6667,727.7,0.020000,0.000000
155,2.3236,0.3333,773.3,0.020000,0.000000
156,-1.7335,0.6667,838.0,0.020000,0.000000
157,2.4372,0.6667,656.7,0.020000,0.000000
158,-0.6698,0.3333,780.0,0.020000,0.000000
159,1.6695,0.3333,688.3,0.020000,0.000000
160,-2.0426,0.3333,643.7,0.020000,0.000000
161,-0.3644,0.3333,744.3,0.020000,0.000000
162,4.2661,0.6667,646.3,0.020000,0.000000
163,2.6125,0.6667,972.0,0.020000,0.000000
164,6.2463,0.6667,898.7,0.020000,0.000000
165,1.5118,0.3333,776.3,0.020000,0.000000
166,5.7011,0.6667,818.7,0.020000,0.000000
167,-3.2188,0.3333,778.3,0.020000,0.000000
168,-0.0425,0.6667,716.0,0.020000,0.000000
169,0.8237,0.6667,687.0,0.020000,0.000000
170,4.5437,0.6667,674.0,0.020000,0.000000
171,-0.2201,0.6667,651.3,0.020000,0.000000
172,3.4334,0.6667,599.0,0.020000,0.000000
173,1.4051,0.3333,731.0,0.020000,0.000000
174,4.8838,0.6667,784.3,0.020000,0.000000
175,-0.1536,0.3333,767.3,0.020000,0.000000
176,-3.0155,0.6667,702.3,0.020000,0.000000
177,2.4044,0.6667,592.0,0.020000,0.000000
178,4.7702,1.0000,562.7,0.020000,0.000000
179,0.3168,0.3333,632.3,0.020000,0.000000
180,3.3094,0.3333,742.0,0.020000,0.000000
181,-0.2198,0.6667,795.3,0.020000,0.000000
182,-1.0562,0.6667,700.3,0.020000,0.000000
183,-1.2379,0.3333,666.3,0.020000,0.000000
184,1.1463,0.3333,730.3,0.020000,0.000000
185,-1.7046,0.3333,665.7,0.020000,0.000000
186,-0.4406,0.3333,748.3,0.020000,0.000000
187,-0.2687,0.6667,649.0,0.020000,0.000000
188,-0.7409,0.3333,789.7,0.020000,0.000000
189,-0.2113,0.3333,482.0,0.020000,0.000000
190,-8.6778,0.0000,720.7,0.020000,0.000000
191,6.7351,1.0000,728.0,0.020000,0.000000
192,0.1565,0.6667,770.0,0.020000,0.000000
193,-1.7866,0.3333,787.0,0.020000,0.000000
194,0.1419,0.3333,692.3,0.020000,0.000000
195,-0.3592,0.6667,850.7,0.020000,0.000000
196,5.1953,0.6667,847.7,0.020000,0.000000
197,-5.0648,0.0000,667.3,0.020000,0.000000
198,0.6362,0.3333,750.0,0.020000,0.000000
199,2.7546,0.3333,637.0,0.020000,0.000000
200,3.8660,0.6667,661.0,0.020000,0.000000
